,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activ,param_d_c,param_eps,param_l_r,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
54,180.2142362833023,22.89758863337187,0.12259647846221924,0.03493410979240382,relu,0.001,1e-07,0.01,"{'activ': 'relu', 'd_c': 0.001, 'eps': 1e-07, 'l_r': 0.01}",-0.11703852302818855,-0.16251422108316987,-0.22029380264302179,-0.23776558530782466,-0.14435451225392965,-0.1081868594095081,-0.2698002239451509,-0.4997526665517947,-0.1602322450986862,-0.3535287500477229,-0.22734673893689972,0.11577987032177577,48
55,187.0202662706375,23.66108323910606,0.11717035770416259,0.02102411747454399,relu,0.001,1e-07,0.05,"{'activ': 'relu', 'd_c': 0.001, 'eps': 1e-07, 'l_r': 0.05}",-0.12078485740625382,-0.1821613749596362,-0.23629194919525573,-0.2524840745179413,-0.14693341834949036,-0.14450833743265787,-0.265531552349895,-0.49365397919558884,-0.17858947730066602,-0.35411851022427787,-0.2375057530931663,0.10827348710204932,69
56,173.83447077274323,28.827332419525327,0.12241299152374267,0.02400962446532111,relu,0.001,1e-07,0.1,"{'activ': 'relu', 'd_c': 0.001, 'eps': 1e-07, 'l_r': 0.1}",-0.12110076257383426,-0.18148845972325142,-0.22923795015053583,-0.25672878720215264,-0.14892350630256082,-0.1468400823847543,-0.27537157422031,-0.4831982019271162,-0.17886310735425623,-0.35207722844698447,-0.23738296602857561,0.10562057128829674,68
57,179.0179960489273,24.07678231340284,0.11689231395721436,0.015998941510897823,relu,0.001,0.1,0.01,"{'activ': 'relu', 'd_c': 0.001, 'eps': 0.1, 'l_r': 0.01}",-0.11395982723406899,-0.16764321417101305,-0.23532713791976723,-0.23663359044292745,-0.1411036331794901,-0.12345918145278553,-0.2681785205153915,-0.5019221858636032,-0.1626662379112748,-0.36094483745367323,-0.2311838366143995,0.11564827248200694,57
58,185.12569177150726,21.42817281756378,0.13467280864715575,0.024531075116984682,relu,0.001,0.1,0.05,"{'activ': 'relu', 'd_c': 0.001, 'eps': 0.1, 'l_r': 0.05}",-0.11739996611544679,-0.17997625357904157,-0.23585059128405203,-0.2504620869232433,-0.14387296084172282,-0.12044888412518094,-0.2508170921174276,-0.49769621081222964,-0.17984894853369338,-0.3449449353361044,-0.23213179296681422,0.11082870406060094,60
59,177.34938542842866,25.283745986843446,0.14675576686859132,0.02587635453186671,relu,0.001,0.1,0.1,"{'activ': 'relu', 'd_c': 0.001, 'eps': 0.1, 'l_r': 0.1}",-0.11758549109580729,-0.1806884797659984,-0.23406267808903813,-0.24869971570647068,-0.1487354201133054,-0.14811685348091988,-0.2707421337060632,-0.4985918798978605,-0.17722997095553594,-0.3480572878549674,-0.23725099106659667,0.10896860284562626,67
60,179.63769240379332,23.01870394328413,0.14204792976379393,0.02241426030700633,relu,0.005,1e-07,0.01,"{'activ': 'relu', 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.01}",-0.11413733279169817,-0.15812750260900527,-0.2366294076786945,-0.23680832936803134,-0.10868613544032406,-0.10607122211464211,-0.24875165329012547,-0.49871132590799844,-0.16613115005040532,-0.3613229535295251,-0.22353770127804498,0.1192561310346715,36
61,172.94418098926545,30.112561672817918,0.1455759048461914,0.024042612897656374,relu,0.005,1e-07,0.05,"{'activ': 'relu', 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.05}",-0.11493811413254991,-0.18198054786260645,-0.23379310995890873,-0.2516296572085992,-0.14468523787940285,-0.14470262420707405,-0.26795279831432217,-0.5001634428565134,-0.17824885757846132,-0.35315122751612954,-0.23712456175145674,0.110610622729039,66
62,180.35258655548097,18.89323989637932,0.14266664981842042,0.024604985055293058,relu,0.005,1e-07,0.1,"{'activ': 'relu', 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.1}",-0.11653641473923944,-0.17910882144047774,-0.23209828023785506,-0.2505809755093304,-0.14366923595237305,-0.1454175187337226,-0.2502888538222385,-0.5024359684900535,-0.1779126201148241,-0.352362948529841,-0.23504116375699552,0.11070850059457348,64
63,192.37563984394075,20.309590929951156,0.12930879592895508,0.021890894692385175,relu,0.005,0.1,0.01,"{'activ': 'relu', 'd_c': 0.005, 'eps': 0.1, 'l_r': 0.01}",-0.11390737696187425,-0.1695262464815357,-0.22275100884406204,-0.24228096229067111,-0.11402724194928017,-0.13487418391954967,-0.25904061273395623,-0.495824807983736,-0.1622552791787715,-0.3628910770228262,-0.2277378797366263,0.11555991640228784,50
